Stage1,Stage2,Stage3,Stages,Switches,Cap,Slew1,Slew2,Slew3,Ileak,MaxI,EndTime
81,38,1,3,120,10.198e-12,0.069384,0.0328426,0.0014,0.47e-6,3.675e-03,4.296e-09
1,81,38,3,120,10.198e-12,0.0014,0.069384,0.0328426,0.47e-6,3.677e-03,4.301e-09
81,1,38,3,120,10.198e-12,0.069384,0.0014,0.0328426,0.47e-6,3.674e-03,4.301e-09
38,81,1,3,120,10.198e-12,0.0328426,0.069384,0.0014,0.47e-6,3.656e-03,4.284e-09
1,80,39,3,120,10.198e-12,0.0014,0.06853420000000002,0.0336924,0.47e-6,3.677e-03,4.313e-09
80,1,39,3,120,10.198e-12,0.06853420000000002,0.0014,0.0336924,0.47e-6,3.674e-03,4.316e-09
1,39,80,3,120,10.198e-12,0.0014,0.0336924,0.06853420000000002,0.47e-6,3.658e-03,4.324e-09
39,80,1,3,120,10.198e-12,0.0336924,0.06853420000000002,0.0014,0.47e-6,3.655e-03,4.294e-09
39,1,80,3,120,10.198e-12,0.0336924,0.0014,0.06853420000000002,0.47e-6,3.649e-03,4.299e-09
80,39,1,3,120,10.198e-12,0.06853420000000002,0.0336924,0.0014,0.47e-6,3.676e-03,4.291e-09
1,79,40,3,120,10.198e-12,0.0014,0.0676844,0.0345422,0.47e-6,3.678e-03,4.309e-09
79,1,40,3,120,10.198e-12,0.0676844,0.0014,0.0345422,0.47e-6,3.674e-03,4.310e-09
40,1,79,3,120,10.198e-12,0.0345422,0.0014,0.0676844,0.47e-6,3.650e-03,4.307e-09
79,40,1,3,120,10.198e-12,0.0676844,0.0345422,0.0014,0.47e-6,3.678e-03,4.290e-09
40,79,1,3,120,10.198e-12,0.0345422,0.0676844,0.0014,0.47e-6,3.656e-03,4.297e-09
1,40,79,3,120,10.198e-12,0.0014,0.0345422,0.0676844,0.47e-6,3.660e-03,4.306e-09
78,1,41,3,120,10.198e-12,0.06683460000000001,0.0014,0.035392,0.47e-6,3.675e-03,4.316e-09
